GeneralFeedbackID,ID,Content
17619993,2,giao hàng rất nhanh
17619993,3,sản phẩm nguyên seal chính hãng apple việt nam
17619993,4,cảm ơn shop và tiki
6857533,1,box gói oke thêm hộp chống shock của apple nên chả sợ
6857533,2,còn máy thì mình đã dùng từ 5s
6857533,3,8plus
6857533,4,nên hàng chính hãng vna lần này xác suất bị lỗi là rất nhỏ
6857533,5,trải nghiệm nửa ngày oke chụp ảnh đẹp hơn thế hệ trước
6857533,6,loa ngoài to và sắc vãi nồi
6857533,7,để thêm!
16979647,0,giao hàng siêu tốc 2 tiếng là giao hàng
16979647,1,mua ngày siêu sale được giảm giá khá nhiều
16979647,2,chưa xài bên ngoài đẹp
16979647,3,màu xanh bạc hà đẹp!
12854288,0,chưa nhận được hàng đã cho đánh giá
12854288,1,rồi hàng bên mình giao ai rồi
12854288,2,không thấy cuộc gọi nhỡ nào
12854288,3,trước đó khi chờ đơn hàng này mình đã gọi điện phản ánh rất nhiều lần rồi
11983238,0,check hàng chuẩn chính hãng giao hàng sớm hơn 2 ngày so với dự kiến bảo hành chuẩn hôm đặt hàng luôn có 1 số vấn đề sau bụi trong cam truoc và 1 vết xước may là ở viền đen k phải phần hiển thị
11031467,0,mình vừa nhận hàng
11031467,1,chất lượng sp ko vấn đề gì
11031467,2,tiki đóng gói hơi sơ sài
11031467,3,tuy nhiên có một lời khuyên nhỏ cho các bạn chọn ip 11 màn hình cực kỳ sạn
11031467,4,chụp ảnh hình ko đc sắc nét mà thậm chí thiếu sáng 1 chút là vỡ hình
11031467,5,độ phân giải kém cả mấy con 6 plus
11031467,6,8 plus mình có
11031467,7,nếu đc chọn lại với giá thành này mình mua xsmax để lấy hình ảnh đẹp
8126411,0,hàng tốt
8126411,1,còn nguyên tem
8126411,2,bao bì 3 nói chung mua điện thoại trên tiki rất nhiều lần rồi nên cũng khá là yên tâm
8126411,3,đặc biệt là khi nhà cung cấp là tiki trading
8126411,4,đóng gói sản phẩm khá là kỹ lưỡng
8126411,5,bỏ nhiều xốp để chống sốc khi va đập lúc vận chuyên nên cho 5 sao 3
13863390,0,sản phẩm chính hãng
13863390,1,giao hàng nhanh
13863390,2,ở bình tân phải lấy địa chỉ tân phú mới giao nhanh được
13863390,3,có tiki now bình tân nữa thì tuyệt
5739665,0,nói chung là hài lòng! giá tốt so với thị trường nếu mình add thêm km thẻ hsbc
5739665,1,trên description ghi là đời mới ko sạc ko earphone
5739665,2,ai dè giao về còn full phụ kiện mừng húm
5739665,3,máy mua nay đc hơn 2 tuần rồi
5739665,4,chưa có vđề j
5739665,5,mình đặt giao hàng nhanh nên ko bị trục trặc j hết
5739665,6,nói chung toẹt zời ông mặt trời nha mấy chế
5739665,7,à nhắc các bạn đã đc update sim 4g mới của mobiphone thì đi thay phôi sim mới ko thì bị nóng máy khi update lên ios 14 ạ
12417381,0,hàng mới 100 chính hãng vna
12417381,1,đóng gói cẩn thận
12417381,2,có dán tem hàng dễ vỡ ngoài hộp
12417381,3,nhân viên giao hàng tốt
12417381,4,nhiệt tình
12417381,5,kích hoạt máy báo bảo hành đúng 1 năm kể từ ngày nhận máy
18519706,0,chọn tiki khi mua hàng giá trị cao hay đồ công nghệ luôn làm mình cảm thấy yên tâm
18519706,1,nhanh chóng
18519706,2,tiện lợi
18519706,3,có mã xác thực qua tin nhắn để nhận hàng giá trị
12664612,0,đã nhận hàng đúng như đã xem
12664612,1,chất lượng tốt
12664612,2,đóng giói cẩn thận
12664612,3,rất vui khi nhận đuọc hàng đúng như tiki chào bán
12664612,4,sẻ ủng hộ lần sau
12958861,0,1 sao cho njv
12958861,1,1 sao cho tiki về cách xử lý rườm rà và ko hề có cách giải quyết nào cả
12958861,2,1 sao cho việc mình tới bưu cục njv và thấy hàng điện thoại của mình nằm trong hộp nhàu nát
12958861,3,ẩm ướt và nằm trong đống hàng vứt xó dưới đất
12958861,4,super thất vọng về dịch vụ của tiki lần này
12958861,5,chắc tôi sẽ tạm ngưng tiki 1 thời gian vì tâm trạng ko hề vui sau khi đặt 1 món hàng giá trị nhưng lại phải đi gọi đt liên tục
12958861,6,hỏi han
12958861,7,bất an chờ đợi mà ko đc bên tiki cập nhật bất cứ thông tin gì trên app trong 1 thời giàn dài gần 2 tháng
19082876,0,hàng mới nguyên seal
19082876,1,giao hàng nhanh và đóng gói cẩn thận
14921638,0,mua tặng ba
14921638,1,nhu cầu dùng của ba chỉ dừng ở nghe gọi nhắn tin
14921638,2,xem tin tức và chơi sodoku
14921638,3,dư đáp ứng
14921638,4,đủ hài lòng vì ba thích
14921638,5,cám ơn tiki đã giao đúng ngày
14921638,6,đúng hàng
14921638,7,đúng màu
14921638,8,ps mình check bảo hành hãng repairs and service coverage thì còn đúng 364 ngày
18584507,0,giao hàng nhanh
18584507,1,hàng chính hãng nguồn nhập fpt
18584507,2,rất yên tâm khi mua hàng của tiki
11748679,0,từ khi biết tiki
11748679,1,mua hàng toàn bộ trên tiki gần 3nam rồi
11748679,2,sản phẩm chất lượng chín hàng
11748679,3,ma con rẻ hơn điện máy xanh
11748679,4,va fpt shop
11748679,5,đien máy chợ lớn nữa
12242438,0,điện thoại dùng khá ổn
12242438,1,nghe gọi to
12242438,2,rõ ràng
12242438,3,màu sắc màn hình nhìn rõ được chữ
12242438,4,điẻm trừ khiến mình không để 5 sao cho sản phẩm này vì điện thoại không hỗ trợ khe cắm thẻ nhớ
12242438,5,màn hình bị khuyết tật
12242438,6,ung thư màn hình
12242438,7,thật không thể tin một chiếc điện thoại hơn cục củ mà lại bị ung thư màn hình như vậy
13641813,0,chơi game 2 tiếng nóng máy
13641813,1,nghe mùi khét điện cùng lúc luôn
13641813,2,do hết hạn đổi trả 7 ngày nên ra trung tâm bảo hành
13641813,3,người ta kêu hư phần chống làm nóng máy
13641813,4,rồi lại ngồi đợi 12 tuần ktra xem xét sữa chữa nữa đây
13641813,5,mua về mới cầm trên tay dc 12 ngày thôi đó
15189906,0,lúc đầu cũng đắn đo khi đặt mua online hàng điện tử lại còn đắt tiền như vậy nhưng nhận hàng đc kiểm tra
15189906,1,hàng chính hãng
15189906,2,check thông tin thấy đúng hàng
15189906,3,mình dùng cũng được nửa năm rồi
15189906,4,sản phẩm chất lượng
15189906,5,pin trâu
15189906,6,nói chung nên mua
18303228,0,giao hàng tốc độ
18303228,1,đúng màu sắc
18303228,2,máy mới nguyên seal
18303228,3,đã mua mấy món đồ điện tử của tiki trading
18303228,4,rất an tâm
14186679,0,tiki giao hàng nhanh
14186679,1,mình xài đc gần 1 tuần
14186679,2,đt xài tốt
14186679,3,mượt
14186679,4,pin ok
14186679,5,sử dụng bth thì 2 ngày mới cần sạc
14186679,6,còn có hôm mình sử dụng nhiều thì tầm 1 ngày là phải sạc
14186679,7,sạc từ 1920 khoảng 2 tiếng rưỡi là đầy 100
19072750,0,tiki giao hàng siêu nhanh
19072750,1,chưa đầy 1h
19072750,2,hàng đóng gói cẩn thận
19072750,3,mới tinh
19072750,4,tuy là mẫu đã ra mắt lâu nhưng chất lượng vẫn hơn những máy android cùng giá
11897997,0,do dịch nên ship hơi lâu
11897997,1,nhưng có thể chủ động sang bên website của giao hàng nhanh để xem chi tiết quá trình vận chuyển
11897997,2,hộp bên ngoài của tiki bị móp chắc bị nén hàng bên ngoài có dán hàng cực kỳ dễ vỡ
11897997,3,bên trong có vài tờ giấy xi măng
11897997,4,tuy hộp iphone 11 cũng đã có 1 lớp chống sốc bên trong
11897997,5,check hàng chính hãng
11897997,6,lần đầu mua sản phẩm giá trị quá tiki trading thấy ok chấp nhận được
4916672,0,tiki giao hàng nhanh
4916672,1,vừa đặt sáng hôm trước mà hôm sau đã giao rồi
4916672,2,shipper cũng thân thiện hơn so với các đơn trước
4916672,3,chắc vì đơn này đắt tiền
4916672,4,đóng gói cẩn thận có đệm nhiều giấy
4916672,5,hàng chuẩn fpt nguyên seal chưa active
4916672,6,nói chung là ok
4916672,7,chỉ có điều mình phát hiện máy mình giữa màn hình có 1 hạt bụi nhỏ
4916672,8,thấy trên mạng nói nếu bị bụi sẽ được 1 đổi 1
4916672,9,mình có nhắn cho tiki và họ nói sẽ liên hệ với bên bộ phận hỗ trợ và gọi lại cho mình
4916672,10,đợi cả ngày mới gọi
4916672,11,rồi hỏi mình sao lúc vừa nhận hàng không báo ngay
4916672,12,thái độ cũng không được vui lắm
4916672,13,chính sách của apple là 1 đổi 1 trong vòng 1 năm và của tiki là đổi trả trong vòng 7 ngày
4916672,14,hôm đó là ngày thứ 5 thì có gì không đúng đâu? rồi kêu mình thoát icloud rồi sẽ có người lại thu máy về kiểm tra
4916672,15,mình hỏi có được 1 đổi 1 không
4916672,16,bên tiki nói là để kiểm tra mới biết có đổi không
4916672,17,theo cách nói thì mình nghĩ không được đổi đâu vì nói vòng vo lắm và mình từng bị tiki giao sách rách gởi đổi và tiki giao mình lại ngay cuốn đó
4916672,18,mình nói vậy thôi khỏi đi
4916672,19,bên kia mừng húm nói lỗi nhỏ xíu hà không sao đâu
4916672,20,thiết nghĩ tuy giá của tiki ok nhưng bảo hành rất phiền phức vì nếu mình mua tại store fpt mình có thể đem lại đó bảo hành hay đổi trả gì đó nhưng mình chỉ là mua fpt được phân phối qua tiki mà thôi
4916672,21,mình thấy có người cũng bị lỗi bụi màn hình mà mua tại fpt nên lại được đổi ngay
4916672,22,lúc đó đã xài được 2 tuần
4916672,23,nhưng mình không có hoá đơn mua hàng ở fpt
19543316,0,bộ nhớ 128gb
19543316,1,hàng chuẩn apple
18838535,0,máy chuẩn hàng vna
18838535,1,tiki giao nhanh
18838535,2,đã mua điện thoại nhiều lần trên tiki và lần nào cũng rất ưng so và dịch vụ của tiki
18838535,3,giá lại rẻ hơn so với mua ở shop
19910752,0,điện thoại bên ngoài ok chưa sử dụng chưa biết
16547349,0,sản phẩm mới
16547349,1,nguyên seal
16547349,2,dù đắt hơn một vài store nhưng vẫn tin dùng tiki vì giao hàng nhanh
16547349,3,gói hàng kỹ không chỉ có seal của sản phẩm mà còn có tem của tiki vô cùng an tâm d
18660042,0,hàng vna chính hãng
18660042,1,kích hoạt bảo hành chuẩn
18660042,2,máy màu trắng trông rất sang
18660042,3,5 sao cho tiki
10968775,0,mình ở q9
10968775,1,tiki giao hàng qua ghn hộp đóng gói mốp méo
10968775,2,đè bẹp dù bên ngoài có dán hàng dễ vỡ
10968775,3,rất quan ngại cho hàng bên trong
10968775,4,may là không sao
10968775,5,mình mua hàng từ tiki nhiều lần rồi
10968775,6,mỗi lần qua ghn là thùnghộp bên ngoài đều biến dạng
10968775,7,tiki nên làm việc lai với bên ghn
10968775,8,hoặc là tìm đối tác khác để giao hàng đi
15440166,0,hàng hẹn giao t5 mà t3 mình đã nhận được rồi
15440166,1,máy đúng chính hãng tra được thông tin bảo hành trên web
15440166,2,vận chuyển ok máy khá mượt
15440166,3,rất hài lòng
19908452,0,đẹp
12234141,0,sản phẩm chất lượng
12234141,1,mới như mô tả
12234141,2,nhận sản phẩm rất ưng ý
12234141,3,giao sản phẩm nhanh chóng
12234141,4,lần đầu mua đồ điện tử nhưng rất hài lòng trên tiki
6613764,0,trước giờ mình vẫn mua hàng tiki và tin tưởng
6613764,1,lần này mua điện thoại giá trị lớn
6613764,2,thấy các bạn cmt hàng ngon thế mình cũng mua
6613764,3,vừa nhận hàng sáng nay mà ức hết người
6613764,4,kiểm tra imei của máy thì lỗi ntn
6613764,5,không hề tồn tại
6613764,6,trước mình mua máy của fpt
6613764,7,sau 3 năm kiểm tra vẫn thấy oke
6613764,8,điện thoại thì đã active
6613764,9,thấy lần sạc cuối cùng là tháng 11 năm nay
6613764,10,hàng cũng k còn nguyên mà đã có người sờ rồi kèm vào đó là ông anh shipper rất vô duyên
6613764,11,hàng người ta đã thanh toán rồi
6613764,12,giao thì giao m đi
6613764,13,còn đứng đấy hỏi
6613764,14,còn vô duyên chìa giá tiền cho mẹ mình xem kiểu hào hứng
6613764,15,mà trong khi khách đã thanh toán
6613764,16,tọc mạch vô duyên hỏng hết việc người khác
6613764,17,đề nghị tiki liên hệ lại sớm đổi trả máy hàng chuẩn cho mình
6613764,18,trân trọng!
13901764,0,tiki giao đúng hẹn
13901764,1,nhưng mà chờ hơi lâu xí 6 ngày từ hn và đắkn
13901764,2,đóng gói tốt
13901764,3,sản phẩm iphone thì khỏi chê r
13901764,4,có điều mình thiết lập máy mới xài 1 tí thấy hơi nóng nha! cơ mà mình được giảm giá còn 14tr800 thôi
13901764,5,cám ơn tiki nhé!
15159573,0,tiki now đặt hàng 2 giờ sau nhận
15159573,1,sản phẩm chính hãng
15159573,2,đóng gói cẩn thận
18647589,0,sản phẩm đẹp còn seal
18647589,1,giao hàng nhanh
16285924,0,tiki giao hàng rất nhanh
16285924,1,thứ 7 đặt cn đã giao tới
16285924,2,tiki đóng hàng rất bài bản
16285924,3,sản phẩm đặt trong box với chống sốc khá an toàn
16285924,4,máy mới không trầy xước
16285924,5,đã sử dụng được 3 hôm nay
16285924,6,khá hài lòng
15621753,0,sau khi check moi biet la cpo
15621753,1,chưa liên lạc được để đổi chính hạng
15621753,2,hơn 15 tuần sử dụng
15621753,3,4g chập chờn
15621753,4,phát wifi lúc được lúc không hic
11522137,0,mình mua dịp sales 7
11522137,1,7 nên được giá hời luôn
11522137,2,khuya chốt deal sáng hôm sau đã được giao
11522137,3,anh shipper siêu cẩn thận
11522137,4,check hàng ngay trước mặt khách để bảo đảm hàng chính hãng chưa bóc tem
19886282,0,giao nhanh
19886282,1,máy kiểm tra ổn định
9008922,0,pin bị tuột nhanh
9008922,1,máy mới mua mà pin không đủ xài 1 ngày dù chỉ ở chế độ chờ
9008922,2,máy mau nóng cực kỳ
9008922,3,chỉ thực hiện cuộc gọi chưa đầy 5 phút máy đã nóng muốn phỏng tay
9008922,4,tôi đã thực hiện tắt hết các chức năng như bluetooth
9008922,5,location
9008922,6,nhưng máy vẫn nóng lên rất nhanh khi sử dụng
9008922,7,cần tìm nơi bảo hành
17626827,0,hàng chính hãng nguyên seal vna
17626827,1,mình đã mua nhiều điện thoại từ tiki và đều hoạt động tốt
17404398,0,hàng nguyên seal chính hãng
17404398,1,mọi chức năng đều hoạt động tốt
12273114,0,vừa nhận hàng
12273114,1,bóc hộp ra đang trong quá trình restore thì màn hình bị nhấp nháy
12273114,2,lỗi liên tục
7076060,0,sản phẩm nhận bị lỗi gọi lên tổng đài thu hồi về xong giám định kêu k vấn đề gì mặc dù đã gửi video xác minh
7076060,1,sau 1 tháng làm việc giờ báo gửi ra nước ngoài haiz k biết khi nào mới nhận được điện thoại để sử dụng
16490244,0,hàng chính hãng nguyên seal nha mọi người
18312337,0,sản phẩm đúng như mô tả giao hàng nha b rất ưng ý sản phẩm đúng như mô tả giao hàng nha b rất ưng ý
15392808,0,tiki ship hàng siêu nhanh
15392808,1,hàng được gói rất cẩn thận
15392808,2,máy màu xanh siêu ưng luôn tuy ra lâu rồi nhưng mẫu máy này vẫn quá là ok
14577777,0,hàng nguyên seal
14577777,1,giao hàng nhanh
14577777,2,được kiểm tra hàng trước
14577777,3,ưng ý !
8220264,0,mình mua khá nhiều điện thoại trên tiki rồii
8220264,1,lần nào cũng yên tâm vì đóng gói cẩn thận
8220264,2,có bọc chống va đập
8220264,3,tuy nhiên lần này thì không
8220264,4,hộp iphone đựng trong hộp tiki
8220264,5,thêm vài miếng giấy phủ ở dưới
8220264,6,không hiểu sao hàng giá trị như vầy mà đóng gói chán thật
8220264,7,iphone thì vẫn là iphone thôi
8220264,8,nhanh mượt
8220264,9,chụp ảnh đẹp
8220264,10,vân vân
8220264,11,tuy nhiên
8220264,12,đối với con máy mình mua được thì viền màn hình chỗ tai trâu bị tối một chút
8220264,13,chấp nhận được
8220264,14,vì nếu có đi đổi hay bảo hành thì cũng nhận đc 1 con xấp xỉ như thế thôi
8220264,15,mặt lưng phần khung và kính bị hở khá nhiều xem vatvo bảo hở thế là bt
8220264,16,nhưng của mình hở nhiều hơn bt
8220264,17,tuy nhiên cũng vì lười đổi trả nên chấp nhận được
8220264,18,1 sim thường 1 esim
8220264,19,nhưng có vẻ sóng kém
8220264,20,cả 2 sim ko mấy khi full được vạch
8220264,21,mình mua màu xanh lá
8220264,22,nhìn cũng được
8220264,23,đổi gió cho 2 màu đen trắng mà mình hay mua
13125915,0,hàng chính hãng
13125915,2,đặt chiều hôm trước sáng hôm sau đã giao dù ko đặt tikinow
13405472,0,đặt hôm trước hôm sau được giao luôn
13405472,1,rất thích dịch vụ của tiki từ trước đến nay
13405472,2,máy nhận được check series đều mới kích hoạt bảo hành mọi thứ không có gì để chê
13405472,3,hi vọng máy không vấn đề gì dùng lâu dài
17074226,0,hoàn toàn an tâm khi mua iphone tại tiki
17074226,1,mình chưa kích hoạt sản phẩm nữa
17074226,2,nhưng chắc là không sao đâu
17074226,3,đánh giá 5 sao cho sp này cái đã
18312351,0,sản phẩm đúng như mô tả giao hàng nha b rất ưng ýsản phẩm đúng như mô tả giao hàng nha b rất ưng ý
15075797,0,săn sale rẻ hơn một chút
15075797,1,máy chính hãng
15075797,2,giao hàng khá
15075797,3,ko phải quá nhanh
15075797,4,không có gì để chê
11341575,0,sản phẩm tốt trong tầm giá
11341575,1,tôi hài lòng sau khi mua hàng
11341575,2,giao hàng nhanh và đóng gói cẩn thận
11341575,3,tôi chia sẻ thêm hình ảnh cho mọi người tham khảo khi mua hàng nhé
11341575,4,tối sẽ mua lại lần nữa của shop nếu cần thêm
12531877,0,giao hàng hơi chậm
12531877,1,tuy nhiên
12531877,2,có otp xác nhận
12531877,3,nhân viên giao hàng chuyên nghiệp dễ thương
12531877,4,đóng gói kỹ càng
12531877,5,sp chính hãng
18709799,0,âm thanh cuộc gọi tơi quá nhỏ
18709799,1,muốn nghe phải dùng tai nghe
18709799,2,hoặc bật loa ngoài
18709799,3,camera ko nét như 7p bảo hành ở đâu vậy????
15274037,0,điện thoại rất tốt cảm biến rất nhảy hàng rất là ok gói hàng cẩn thận anh giao hàng cẩn thận quay phim và chụp hình món hàng có giá trị người giao hàng rất là tốt khi yêu cầu kiểm tra hàng
16570654,0,chưa bóc seal nên chưa biết
16570654,1,mặc dù giao chậm 1 ngày nhưng nhân viên thân thiện ok
16570654,2,đánh giá 5 sao phục vụ
16539666,0,hàng mới nguyên chất lượng tốt
16913088,0,lần đầu tiên mua điện thoại online nên mình có hơi lo nhưng hàng nhận được rất ổn áp
16913088,1,xài đến giờ vẫn chưa gặp trục trặc gì
8778187,0,hộp giấy note là hàng dễ vỡ nhưng hộp giao bị móp gần nửa hộp
8778187,1,nói chung là hàng chính hãng
8778187,2,nguyên seal
8778187,3,active ngay ngày giao
8778187,4,chọn tiki now nên giao ngay
8778187,5,trả góp bằng thẻ hsbc tiện lợi ok nhak
16052589,0,ship siêu nhanh
16052589,1,mình đặt chưa đầy 1 tiếng đã có điện thoại
16052589,2,tiki đóng gói cẩn thận
16052589,3,điện thoại mới cứng bốn góc
16052589,4,cảm giác unbox rất phê
13924392,0,mua tiki trading thì rất yên tâm
13924392,1,shipper tới giao thì mình đọc otp tiki gửi cho shipper mới được nhận hàng
13924392,2,hàng đóng gói cẩn thận
13924392,3,nguyên seal
13924392,4,rất hài lòng với tiki trading!
13274873,0,sản phẩm đẹp
13274873,1,oke xài mượt
13274873,2,tuy nhiên mình có trải nghiệm không tốt lắm trong lần mua này vì đợi hơn một tháng không giao hàng
13274873,3,mình phải huỷ đơn để mua đơn giao nhanh khác
13905622,0,thời gian giao hàng nhanh shop phục vụ tốt chất lượng sản phẩm tuyệt vời đúng như mô tả giá sản phẩm rẻ hy vọng sử dụng bền sẽ tiếp tục giới thiệu và ủng hộ
15831718,0,giao tiki now trước 12h trưa mà đúng 12h trưa mới tới
15831718,1,ăn cái biên bản trừ lương 300k yêu cầu giao trước 30 phút khi khách dùng tiki now trả phí
17690299,0,hành nguyên seal
17690299,1,đúng như giới thiệu
17690299,2,kích hoạt bảo hành đúng tgian
17690299,3,bao gói cẩn thận
17690299,4,giao nhanh sau 2
17690299,5,5 giờ
16131145,0,giao hàng nhanh đúng giờ
16131145,1,chất lượng thì chờ dùng mới biết được
17971074,0,đã nhận sản phẩm nhưng chưa khởi động máy
17971074,1,chỉ thấy làn này tiki trading giao hàng thấy không an toàn
17432436,0,sản phẩm dịch vụ tốt
17432436,1,chất lượng tốt
17432436,2,giao hàng nhanh đóng gói cẩn thânn j
18178455,1,trúng ngay sản phẩm lỗi
18178455,2,thao tác đơ luôn
13393074,0,giao hàng trước hẹn
13393074,1,chuẩn hàng chính hãng vna
13393074,2,có xác nhận mã otp
13393074,3,cho phép đồng kiểm
13393074,4,cảm ơn tiki
6482911,0,lần đầu dùng iphone nên rất bỡ ngỡ
6482911,1,giao hàng nhanh
6482911,2,các bạn kỹ thuật viên hướng dẫn rất nhiệt tình
6482911,3,đã tường mua đt ở tiki
6482911,4,lần này mua với giá trị lớn cũng hơi lo nhưng khi nhận hàng và dùng thì thấy máy mới
6482911,5,dùng nhanh và mượt
6482911,6,k biết dùng lâu sẽ thế nào nhưng cảm thấy hài lòng
18012281,0,hàng mới sx 2022
18012281,1,chưa kích hoạt
18012281,2,chính hãng cho thị trường vn
18012281,3,giá cả phù hợp
18012281,4,rẻ hơn nhiều nơi
6338175,0,dịch vụ hỗ trợ khách hàng tệ
6338175,1,nhờ hỗ trợ bổ sung thông tin hoá đơn
6338175,2,lại báo đơn hàng đang giao không bổ sung được? vẫn không hiểu ai nghĩ ra qui trình việc xuất hoá đơn và giao hàng là liên quan nhau không được chỉnh sửa?? đánh giá chất lượng dịch vụ dựa vào sự cố
6338175,3,còn muốn tất cả theo qui trình của mình
6338175,4,không hỗ trợ được thì khỏi cần cskh
6338175,5,đưa con bot ra là được rồi
6338175,6,để cho dùng nói chuyến với máy thôi
15204601,0,ngày nhận hàng ngày 282 mà ngày kích hoạt bảo hành lại là ngày 272
15204601,1,shop kích hoạt trước khi giao cho khách à
15204601,2,đang sử dụng chưa thấy vấn đề gì
6628213,0,sản phẩm chính hãng
6628213,1,không có gì bàn cãi
6628213,2,sang xịn mịn
6628213,3,tiki giao hàng nhanh chóng
6628213,4,1h đã tới nơi
5566485,0,tiki không rỏ ràng về hộp iphone k củ sạc và tai nghe
5566485,1,lúc mình mua thì trong phần thông tin vẫn còn ghi có củ sac và tai nghe nhưng sau khi nhận hàng thì thông tin trên tiki lại thay đổi
5566485,2,không có căn cứ gì để kiện được tiki
5566485,3,cảm thấy bị lừa đảo
5566485,4,về giá ghi rẻ nhất nhưng lại còn thua giá lazada nếu mình mua không phụ kiện sạc và tai nghe
16567475,0,sản phẩm chính hãng
16567475,1,giao siêu nhanh
16567475,2,đóng gói cẩn thận
16567475,3,nhân viên giao hàng nhiệt tình
2602164,0,nhân viên giao hàng nhiệt tình
2602164,1,đếm tiền rất kỹ 3 lần ? tốc độ vi xử lý nhanh kinh khủng
2602164,2,mượt mà hoảng hốt
2602164,3,đúng là ship a13 mã part chuẩn vna chụp hình góc siêu rộng nhìn choáng ngợp như quảng cáo ? mua tiki rẽ nhất vn luôn rồi
2602164,4,đi cả chục tiệm ko thấy đâu rẽ hơn!!
17316666,0,tuyệt vời
17316666,1,hàng giao nhanh
17316666,2,chính hãng
5655822,0,mình chưa nhận được hóa đơn
5655822,1,tiki kiểm tra lại và gửi hóa đơn về cho email cho mình nhé
5655822,2,cảm nhận của mình sau 1 ngày sử dụng máy tốt
5655822,3,hàng chính hãng vna
5655822,4,mới dùng có cảm giác máy nóng
5655822,5,có lẽ là máy chạy hết các ứng dụng nền chưa tắt
5655822,6,nhưng sau một lúc set up lại thì không thấy nóng nữa
5655822,7,mọi thứ còn lại ok
5655822,8,sẽ dùng vài tháng rồi review tiếp
18599671,0,giao hàng nhanh
18599671,1,đặt có mấy tiếng là thấy ship giao luôn rồi
18599671,2,máy dùng ok
19461549,0,máy giao nhanh
19461549,1,sử dụng đến hiện tại chưa có vấn đề gì
17546917,0,giao hàng rất là nhanh
17546917,1,đóng gói kỹ càng
17546917,2,iphone đúng màu đẹp
17546917,3,hàng chất lượng
17546917,4,rất là hài lòng ạ
19500504,0,đã mua và dùng được khoảng 4 tháng
19500504,1,mọi thứ đều ok
16832774,0,máy rất nặng nề cầm mỏi tay
16832774,1,cảm ứng không nhạy và màn hình không nét mịn
16832774,2,pin dùng bền
16832774,3,âm thanh nghe rõ nét
17776124,0,giao hàng nhanh
17776124,1,đặt 3h chiều
17776124,2,5h cầm điện thoại trên tay
17776124,3,màu đẹp
17776124,4,độ phân giải sắc nét
14440224,0,mình ở tỉnh nhưng vẫn nhận được hàng khá nhanh
14440224,1,sản phẩm nguyên seal
14440224,2,đúng mẫu đúng màu
14440224,3,chất lượng thì chưa đánh giá được sau này sẽ rv sau
19545825,0,hàng tốt chính hãng
19545825,1,giao hàng đóng gói cẩn thận
18660404,0,sản phẩm đơ không mượt
18660404,1,màn hình bị lỗi sau 6 tháng sử dụng
5764302,0,máy chuẩn
5764302,1,tưởng hộp mới nhưng là hộp cũ có earpods và củ sạc v
5764302,2,đóng gói chắc chắn
5764302,3,ship nhanh
5764302,4,anh giao hàng thân thiện mỗi tội pin tụt hơi nhanh
5764302,5,để qua đêm mà tụt 12 mong đc hỗ trợ ạ
14383205,0,ok
11223326,0,tiki !!! đơn hàng trả góp nhưng tiki không làm việc với bên ngân hàng mà vẫn để trả thẳng
11223326,1,tốn thêm phí trả góp mà không thông báo cho khách hàng
11223326,2,đề nghị trả lại phí trả góp!!! lừa đảo người dùng!
18940927,0,nói gì nữa
18940927,1,apple mà
18940927,2,bỏ 11 củ mua android cũng ko ra gì
18940927,3,mua con này cho ba má xài rất ổn
16390801,0,nhanh
16390801,1,chính hãng
16390801,2,đẹp
16390801,3,bảo hành được kích hoạt ngay sau vài giờ
16390801,4,rất hài lòng lười chụp đăng tạm ảnh có sẵn
19814192,0,good
5188378,0,ship thần tốc sp nguyên seal
5188378,1,còn chất lượg trải nghiệm lâu mới biết được
5188378,2,bước đầu ổn
4967189,0,sau khi mua sử dụng khoảng 2 tuần thì mình có một vài đánh giá sản phẩm chất lượng ổn định
4967189,1,đẹp
4967189,2,mượt mà
4967189,3,thời gian giao hàng nhanh
4967189,4,tuy nhiên
4967189,5,sản phẩm điện tử giá trị lớn mà lúc nhận hàng hộp đóng gói bị móp méo
4967189,6,may mắn là có thể nó không ảnh hưởng gì đến hộp máy bên trong
4967189,7,mong tiki để ý khâu vận chuyển
6882476,0,hàng tốt
6882476,1,chất lượng
6882476,2,nguyên seal
6882476,3,nhưng không rõ lí do gì mà viền camera có răng cưa như hình
6882476,4,trường hợp này tiki có cho đổi trả hàng lại không ?
5474510,0,giao hàng rất nhanh 1h hàng đến nơi
5474510,1,ok lắm
5474510,2,đẹp lắm
5474510,3,nhưng chưa biết sử dụng ra sao
18744142,0,điện thoại dùng mượt
18744142,1,giá tốt
18744142,2,đóng gói cẩn thận
15740556,0,mình đã nhận được máy
15740556,1,đẹp
15740556,2,màu giống hệt lúc chọn
15740556,3,nhưng hơi khác các bạn review
19596767,0,máy êm
19596767,1,camera chụp ảnh sắt nét
19718424,0,rat cam on bạn!
15661891,0,giao hàng cũng tương đối nhanh
15661891,1,máy dùng ổn áp
15661891,2,hàng chính hãng tiki trading nên cũng yên tâm
15661891,3,giá còn rẻ hơn vài shop khác
11080460,0,sản phẩm tuyệt vời
11080460,1,đã nhận hàng
11080460,2,thời gian giao hàng cực kì chậm
18282196,0,giao hàng siêu nhanh chóng
18282196,1,sản phẩm tốt
18282196,2,mua dc giá sale tuyệt vời
9365022,0,giao hàng nhanh đúng như cam kết
9365022,1,cho đồng kiểm thoải mái
9365022,2,sản phẩm về khui hộp thì có cảm giác đã từng bị khui ra trước đó
