MasterID,ID,Text,AspectTerms,AspectPolarities,AspectCategories,CategoryPolarities
11359790#823900,1,The manager then told us we could order from whatever menu we wanted but by that time we were so annoyed with the waiter and the resturant that we let and went some place else.,"['resturant', 'order', 'time', 'waiter', 'place', 'menu', 'manager']","{'resturant': 'negative', 'order': 'negative', 'time': 'negative', 'waiter': 'negative', 'place': 'negative', 'menu': 'negative', 'manager': 'negative'}",['service'],{'service': 'neutral'}
11359791#791967,0,the food is delicious and highly recommended.,['food'],{'food': 'positive'},['price'],{'price': 'neutral'}
11359797#469087,0,I used to be a regular costumer at pongal until dosa hut opened right next door to it.,"['right next door', 'regular costumer', 'dosa hut']","{'right next door': 'neutral', 'regular costumer': 'neutral', 'dosa hut': 'neutral'}",['ambience'],{'ambience': 'neutral'}
11359797#469087,1,I started going to dosa hut more after that.,['hut'],{'hut': 'positive'},['miscellaneous'],{'miscellaneous': 'neutral'}
11359797#469087,2,"When the dish arrived it was blazing with green chillis, definitely not edible by a human.","['dish', 'green chillis']","{'dish': 'neutral', 'green chillis': 'neutral'}",['food'],{'food': 'neutral'}
11359797#469087,3,"I complained to the waiter and then to the manager, but the intensity of rudeness from them just went up.","['manager', 'intensity', 'rudeness', 'waiter']","{'manager': 'negative', 'intensity': 'negative', 'rudeness': 'negative', 'waiter': 'negative'}",['service'],{'service': 'neutral'}
11359797#469087,4,I was highly disappointed by their service and food.,"['service', 'food']","{'service': 'negative', 'food': 'negative'}",['price'],{'price': 'neutral'}
11408372#630381,0,I went this past Saturday and had a excellent meal of consisting of a braised lamb shank with mashed potatoes.,"['excellent meal', 'mashed potatoes', 'past saturday', 'braised lamb shank']","{'excellent meal': 'positive', 'mashed potatoes': 'positive', 'past saturday': 'positive', 'braised lamb shank': 'positive'}",['ambience'],{'ambience': 'neutral'}
11408946#789662,0,"I've been to Sotto Voce several time, and I have to say this one place that hits the nail right on the head ever time!","['sotto voce several time', 'time', 'nail right', 'head', 'place']","{'sotto voce several time': 'positive', 'time': 'positive', 'nail right': 'positive', 'head': 'positive', 'place': 'positive'}",['miscellaneous'],{'miscellaneous': 'neutral'}
11408946#789662,1,"Between my guest and I, we sampled at least 80% of the menu, and they were all hits.","['hits', 'between', 'guest', 'menu', '%']","{'hits': 'negative', 'between': 'negative', 'guest': 'negative', 'menu': 'negative', '%': 'negative'}",['food'],{'food': 'neutral'}
11408946#789662,2,The Deco and ambiance was really romantic.,"['ambiance', 'deco']","{'ambiance': 'neutral', 'deco': 'neutral'}",['service'],{'service': 'neutral'}
11417054#1062693,0,"I've eaten at all three locations and I always love, love the food, the service is always wonderful and the prices are really reasonable.","['service', 'prices', 'food', 'locations']","{'service': 'positive', 'prices': 'positive', 'food': 'positive', 'locations': 'positive'}",['food'],{'food': 'positive'}
11417054#1062693,1,"If you want good tasting, well seasoned latin food eat at Cabana and you can't go wrong.","['cabana', 'good tasting', 'seasoned latin food eat']","{'cabana': 'positive', 'good tasting': 'positive', 'seasoned latin food eat': 'positive'}",['ambience'],{'ambience': 'neutral'}
11432316#715219,0,My girlfriend and I just spent our 10 month anniversary at Lou Lou.,"['month anniversary', 'girlfriend', 'lou lou']","{'month anniversary': 'neutral', 'girlfriend': 'neutral', 'lou lou': 'neutral'}",['miscellaneous'],{'miscellaneous': 'neutral'}
11432316#715219,1,We'd walked by it dozens of times and finally settled on a Monday night.,"['monday night', 'times']","{'monday night': 'neutral', 'times': 'neutral'}",['food'],{'food': 'neutral'}
11432316#715219,2,"It was pleasantly uncrowded, the service was delightful, the garden adorable, the food (from appetizers to entrees) was delectable.","['service', 'appetizers', 'food', 'entrees', 'garden adorable']","{'service': 'positive', 'appetizers': 'positive', 'food': 'positive', 'entrees': 'positive', 'garden adorable': 'positive'}",['ambience'],{'ambience': 'neutral'}
11432442#650772,0,"Yum, the chicken is great here.","['chicken', 'yum']","{'chicken': 'positive', 'yum': 'positive'}",['price'],{'price': 'neutral'}
11432442#650772,1,"The guac is fresh, yet lacking flavor, we like to add our fresh salsa into it.","['flavor', 'guac', 'fresh salsa']","{'flavor': 'positive', 'guac': 'positive', 'fresh salsa': 'positive'}",['miscellaneous'],{'miscellaneous': 'neutral'}
11432442#650772,2,The fajita we tried was tasteless and burned and the mole sauce was way too sweet.,"['way', 'mole sauce', 'fajita']","{'way': 'negative', 'mole sauce': 'negative', 'fajita': 'negative'}",['service'],{'service': 'neutral'}
11432442#650772,3,Stay with the roasted chickens and you'll be fine.,"['stay', 'chickens']","{'stay': 'positive', 'chickens': 'positive'}",['food'],{'food': 'neutral'}
11432842#416795,0,I went for restaurant week.,['restaurant week'],{'restaurant week': 'neutral'},['service'],{'service': 'neutral'}
11432842#416795,1,Service was among the best I have ever had in NYC.,"['service', 'nyc']","{'service': 'positive', 'nyc': 'positive'}",['service'],{'service': 'positive'}
11432842#416795,2,The fettucino alfredo was amazing.,['fettucino alfredo'],{'fettucino alfredo': 'positive'},['ambience'],{'ambience': 'neutral'}
11432842#416795,3,Prices even outside of restaurant week were great.,"['prices', 'restaurant week']","{'prices': 'positive', 'restaurant week': 'positive'}",['food'],{'food': 'neutral'}
11432842#416795,4,An excellent choice in midtown.,"['midtown', 'excellent choice']","{'midtown': 'positive', 'excellent choice': 'positive'}",['food'],{'food': 'neutral'}
11447227#436718,0,I'm almost tempted to give this place a bad review so I can keep the crowds away...been going there on and off for a year now and it's really my fave hang out in the city.,"['fave', 'crowds', 'year', 'place', 'city', 'bad review']","{'fave': 'negative', 'crowds': 'negative', 'year': 'negative', 'place': 'negative', 'city': 'negative', 'bad review': 'negative'}",['service'],{'service': 'neutral'}
11447227#436718,1,"The bartenders and the managers are really nice and the decor is very comfy and laid-back, all the while being trendy.","['managers', 'decor', 'bartenders', 'while']","{'managers': 'positive', 'decor': 'positive', 'bartenders': 'positive', 'while': 'positive'}",['price'],{'price': 'neutral'}
11447227#436718,2,"I love the drinks, esp lychee martini, and the food is also VERY good.","['food', 'drinks', 'lychee martini']","{'food': 'positive', 'drinks': 'positive', 'lychee martini': 'positive'}",['food'],{'food': 'positive'}
11461396#699654,0,The sushi is reasonably priced and fresh.,['sushi'],{'sushi': 'positive'},['service'],{'service': 'neutral'}
11461396#699654,1,Good for a quick sushi lunch.,['quick sushi lunch'],{'quick sushi lunch': 'positive'},['price'],{'price': 'neutral'}
11463275#424927,0,"Not only do they have the best escargot in town,they always try to accomodate our toddler.","['toddler', 'town', 'escargot']","{'toddler': 'positive', 'town': 'positive', 'escargot': 'positive'}",['service'],{'service': 'neutral'}
11464511#471981,0,We were seated next to a couple whose kitchen was being renovated and we agreed since we're all foodies who eat out a lot - that this wasn't a place we'd return to.,"['place', 'couple', 'foodies', 'kitchen', 'lot']","{'place': 'neutral', 'couple': 'neutral', 'foodies': 'neutral', 'kitchen': 'neutral', 'lot': 'neutral'}",['service'],{'service': 'neutral'}
11464511#471981,1,I don't remember what we had; nothing was memorable.,['nothing'],{'nothing': 'positive'},['service'],{'service': 'neutral'}
11464789#378665,0,Appetizer are excellent here; you can make a great (and inexpensive) meal out of them.,"['appetizer', 'inexpensive']","{'appetizer': 'positive', 'inexpensive': 'positive'}",['ambience'],{'ambience': 'neutral'}
11464789#378665,1,The spicy mussels are a highlight.,"['spicy mussels', 'highlight']","{'spicy mussels': 'neutral', 'highlight': 'neutral'}",['price'],{'price': 'neutral'}
11464789#378665,2,Have a mojito and sit in the back patio.,"['mojito', 'back patio', 'sit']","{'mojito': 'neutral', 'back patio': 'neutral', 'sit': 'neutral'}",['service'],{'service': 'neutral'}
11478791#397331,0,"While their kitchen food is delicious, their Sushi is out of this world.","['world', 'kitchen food', 'sushi']","{'world': 'positive', 'kitchen food': 'positive', 'sushi': 'positive'}",['price'],{'price': 'neutral'}
11482070#503858,0,This place has the strangest menu and the restaurants tries too hard to make fancy food.,"['place', 'menu', 'restaurants', 'fancy food']","{'place': 'negative', 'menu': 'negative', 'restaurants': 'negative', 'fancy food': 'negative'}",['service'],{'service': 'neutral'}
11482070#503858,1,Everytime I go there I can't pick anything to eat and not because the menu is filled with great things to eat.,"['menu', 'everytime', 'great things', 'anything']","{'menu': 'positive', 'everytime': 'positive', 'great things': 'positive', 'anything': 'positive'}",['miscellaneous'],{'miscellaneous': 'neutral'}
11482070#503858,2,I always find myself asking the waiter to make something bland and different than what is on the menu.,"['menu', 'something bland', 'waiter']","{'menu': 'neutral', 'something bland': 'neutral', 'waiter': 'neutral'}",['food'],{'food': 'neutral'}
11482070#503858,3,"Although the restaurant itself is nice, I prefer not to go for the food.","['restaurant', 'food']","{'restaurant': 'positive', 'food': 'positive'}",['service'],{'service': 'neutral'}
11484031#1129679,0,This little place is wonderfully warm welcoming.,"['little place', 'warm welcoming']","{'little place': 'positive', 'warm welcoming': 'positive'}",['price'],{'price': 'neutral'}
11484031#1129679,1,The host (owner) and servers are personable and caring.,"['host', 'owner', 'servers', 'caring']","{'host': 'neutral', 'owner': 'neutral', 'servers': 'neutral', 'caring': 'neutral'}",['ambience'],{'ambience': 'neutral'}
11484031#1129679,2,"And the food, well the food will keep you coming back.",['food'],{'food': 'neutral'},['miscellaneous'],{'miscellaneous': 'neutral'}
11484031#1129679,3,They have homemade pastas of all kinds -- I recommend the gnocchi -- yum!,"['yum', 'pastas', 'kinds', 'gnocchi']","{'yum': 'neutral', 'pastas': 'neutral', 'kinds': 'neutral', 'gnocchi': 'neutral'}",['food'],{'food': 'neutral'}
11484031#1129679,4,"Also, the chick peas with shrimp (appetizer) is divine.","['chick peas', 'appetizer', 'shrimp']","{'chick peas': 'neutral', 'appetizer': 'neutral', 'shrimp': 'neutral'}",['service'],{'service': 'neutral'}
11488685#420977,0,mojitos and the service are the best part in there,"['part', 'service', 'mojitos']","{'part': 'positive', 'service': 'positive', 'mojitos': 'positive'}",['service'],{'service': 'positive'}
11504679#821993,0,Service was good and so was the atmosphere.,"['service', 'atmosphere']","{'service': 'positive', 'atmosphere': 'positive'}",['ambience'],{'ambience': 'neutral'}
11504679#821993,1,MY date and I both ordered the Branzini and both felt the fish was very average.,"['branzini', 'fish', 'date']","{'branzini': 'negative', 'fish': 'negative', 'date': 'negative'}",['miscellaneous'],{'miscellaneous': 'neutral'}
11513049#499488,0,The food was good overall.,"['good overall', 'food']","{'good overall': 'positive', 'food': 'positive'}",['food'],{'food': 'positive'}
11513049#499488,1,The caeser salad was great.,['caeser salad'],{'caeser salad': 'positive'},['service'],{'service': 'neutral'}
11513049#499488,2,The fried calamari was even better!,['fried calamari'],{'fried calamari': 'positive'},['price'],{'price': 'neutral'}
11513049#499488,3,The atmosphere was nice but it was a little too dark.,['atmosphere'],{'atmosphere': 'neutral'},['ambience'],{'ambience': 'neutral'}
11519527#1541586,0,I WAS HIGHLY DISAPPOINTED BY THE FOOD.,['disappointed by the food'],{'disappointed by the food': 'negative'},['price'],{'price': 'neutral'}
11519527#1541586,1,"THE BANANA PUDDING THEY SERVE HAS NEVER SEEN AN OVEN,THE CRABCAKES ARE WAY OVER SALTED AND DON'T GET ME STARTED ON THE VERY GREASY MAC AND CHEESE.","[""n't"", 'the crabcakes are way over salted and', 'me started on the very greasy mac and cheese', 'banana pudding they serve has never seen an oven']","{""n't"": 'positive', 'the crabcakes are way over salted and': 'positive', 'me started on the very greasy mac and cheese': 'positive', 'banana pudding they serve has never seen an oven': 'positive'}",['food'],{'food': 'neutral'}
11538980#1053497,0,Sushi so fresh that it crunches in your mouth.,"['mouth', 'sushi']","{'mouth': 'positive', 'sushi': 'positive'}",['service'],{'service': 'neutral'}
11538980#1053497,1,But make sure you have enough room on your credit card as the bill will leave a big dent in your wallet.,"['credit card', 'bill', 'wallet', 'big dent', 'enough room']","{'credit card': 'positive', 'bill': 'positive', 'wallet': 'positive', 'big dent': 'positive', 'enough room': 'positive'}",['price'],{'price': 'neutral'}
11538980#453602,0,This place was the worst.,['place'],{'place': 'negative'},['service'],{'service': 'neutral'}
11538980#453602,1,the food was mediocre to be kind - the interior is small and average - the owners are a tag-team of unpleasantries - so rude and snotty i actually let out a hearty guffaw whilst dining.,"['owners', 'food', 'unpleasantries', 'hearty guffaw whilst dining', 'interior', 'tag-team', 'kind', 'snotty i']","{'owners': 'negative', 'food': 'negative', 'unpleasantries': 'negative', 'hearty guffaw whilst dining': 'negative', 'interior': 'negative', 'tag-team': 'negative', 'kind': 'negative', 'snotty i': 'negative'}",['price'],{'price': 'neutral'}
11538980#453602,2,i would recommend Jewel Bako if you want to feel like you were kicked in the groin and had to pay for it too.,"['i', 'groin', 'jewel bako']","{'i': 'neutral', 'groin': 'neutral', 'jewel bako': 'neutral'}",['food'],{'food': 'neutral'}
11546184#1465600,0,Meal was very expensive for what you get.,['meal'],{'meal': 'negative'},['ambience'],{'ambience': 'neutral'}
11546184#1465600,1,The $72 Delmonico steak had to be sent back because it was not cooked to order.,"['order', 'delmonico steak']","{'order': 'neutral', 'delmonico steak': 'neutral'}",['price'],{'price': 'neutral'}
11546184#1465600,2,The Management was less than accomodating.,"['management', 'accomodating']","{'management': 'negative', 'accomodating': 'negative'}",['ambience'],{'ambience': 'neutral'}
11548230#560890,0,Quartino is my favoriate resturant in NYC.,"['quartino', 'favoriate resturant', 'nyc']","{'quartino': 'neutral', 'favoriate resturant': 'neutral', 'nyc': 'neutral'}",['miscellaneous'],{'miscellaneous': 'neutral'}
11548230#560890,1,We live in the neighborhood and have been going there twice a week since the day they first opened.,"['neighborhood', 'day', 'week']","{'neighborhood': 'positive', 'day': 'positive', 'week': 'positive'}",['food'],{'food': 'neutral'}
11548230#560890,2,We've always gotten amazing service and we love the food.,"['amazing service', 'food']","{'amazing service': 'positive', 'food': 'positive'}",['service'],{'service': 'positive'}
11558693#1436895,0,I've had better Japanese food at a mall food court.,"['mall food court', 'japanese food']","{'mall food court': 'positive', 'japanese food': 'positive'}",['price'],{'price': 'neutral'}
11558693#1436895,1,First walking in the place seemed to have great ambience.,"['place', 'great ambience']","{'place': 'positive', 'great ambience': 'positive'}",['ambience'],{'ambience': 'positive'}
11558693#1436895,2,But the meals were terrible.,['meals'],{'meals': 'negative'},['miscellaneous'],{'miscellaneous': 'neutral'}
11558693#1436895,3,I ordered the Chicken Teriyaki and my husband got Garlic Shrimp.,"['chicken teriyaki', 'husband', 'garlic shrimp']","{'chicken teriyaki': 'negative', 'husband': 'negative', 'garlic shrimp': 'negative'}",['service'],{'service': 'neutral'}
11558693#1436895,4,My chicken was completely dried out and on the cold side and the sauce was not very flavorful.,"['cold side', 'sauce', 'chicken']","{'cold side': 'negative', 'sauce': 'negative', 'chicken': 'negative'}",['service'],{'service': 'neutral'}
11558693#1436895,5,"The one positive thing I can say is that the service was prompt, we got seated right away and the server was very friendly.","['service', 'server', 'positive thing']","{'service': 'positive', 'server': 'positive', 'positive thing': 'positive'}",['miscellaneous'],{'miscellaneous': 'neutral'}
11558693#1436895,6,Way too much money for such a terrible meal.,"['way', 'much money', 'terrible meal']","{'way': 'negative', 'much money': 'negative', 'terrible meal': 'negative'}",['ambience'],{'ambience': 'neutral'}
11559272#409013,0,Had a great experience at Trio ... staff was pleasant; food was tasty and large in portion size - I would highly recommend the portobello/gorgonzola/sausage appetizer and the lobster risotto.,"['portobello/gorgonzola/sausage appetizer', 'great experience', 'portion size', 'food', 'trio', 'lobster risotto', 'staff']","{'portobello/gorgonzola/sausage appetizer': 'positive', 'great experience': 'positive', 'portion size': 'positive', 'food': 'positive', 'trio': 'positive', 'lobster risotto': 'positive', 'staff': 'positive'}",['food'],{'food': 'positive'}
11559272#409013,1,You will find everything about Trio to your liking!,"['liking', 'everything', 'trio']","{'liking': 'neutral', 'everything': 'neutral', 'trio': 'neutral'}",['food'],{'food': 'neutral'}
11563005#745685,0,Went there for a special celebration.,"['went', 'special celebration']","{'went': 'positive', 'special celebration': 'positive'}",['service'],{'service': 'neutral'}
11563005#745685,1,The restaurant was quiet and intimate.,"['restaurant', 'intimate']","{'restaurant': 'neutral', 'intimate': 'neutral'}",['price'],{'price': 'neutral'}
11563005#745685,2,The service was very attentive and very generous.,['service'],{'service': 'positive'},['ambience'],{'ambience': 'neutral'}
11563005#745685,3,"We had tons of great food, wine, and desserts.","['tons', 'wine', 'great food', 'desserts']","{'tons': 'positive', 'wine': 'positive', 'great food': 'positive', 'desserts': 'positive'}",['service'],{'service': 'neutral'}
11563005#745685,4,Really Lovely dining experience in the midst of buzzing midtown area.,"['experience', 'midst', 'midtown area']","{'experience': 'positive', 'midst': 'positive', 'midtown area': 'positive'}",['food'],{'food': 'neutral'}
11565268#560107,0,"The service is always great, and the owner walks around to make sure you enjoy.","['service', 'owner']","{'service': 'positive', 'owner': 'positive'}",['service'],{'service': 'positive'}
11565268#560107,1,All I can say is they are fantastic.,[],{},['price'],{'price': 'neutral'}
11567247#1415594,0,My husband and I had a blast.,"['husband', 'blast']","{'husband': 'neutral', 'blast': 'neutral'}",['ambience'],{'ambience': 'neutral'}
11567247#1415594,1,We were seated promptly in close proximity to the dance floor.,"['dance floor', 'close proximity']","{'dance floor': 'neutral', 'close proximity': 'neutral'}",['miscellaneous'],{'miscellaneous': 'neutral'}
11567247#1415594,2,"The music was fascinating, but left room for conversation, and the bartender made superb drinks.","['superb drinks', 'bartender', 'conversation', 'room', 'music']","{'superb drinks': 'positive', 'bartender': 'positive', 'conversation': 'positive', 'room': 'positive', 'music': 'positive'}",['food'],{'food': 'neutral'}
11567247#1415594,3,We loved it and will go back!,[],{},['service'],{'service': 'neutral'}
11570675#1355721,0,"OK, I've been to Dumont a few times now.",['few times'],{'few times': 'positive'},['price'],{'price': 'neutral'}
11570675#1355721,1,The food really isn't very good and the service is terrible.,"['service', 'food']","{'service': 'neutral', 'food': 'neutral'}",['food'],{'food': 'neutral'}
11570675#1355721,2,"Maybe it's that most of Dumont's patrons are younger and have lower expectations, but I cannot recommend Dumont.","['expectations', 'patrons', 'dumont']","{'expectations': 'positive', 'patrons': 'positive', 'dumont': 'positive'}",['miscellaneous'],{'miscellaneous': 'neutral'}
11602699#875811,0,"On the recommendation of a friend, I checked out Arezzo with my wife.","['recommendation', 'friend', 'arezzo', 'wife']","{'recommendation': 'neutral', 'friend': 'neutral', 'arezzo': 'neutral', 'wife': 'neutral'}",['food'],{'food': 'neutral'}
11602699#875811,1,"I'm glad I did as the food was very good and the staff was friendly, courteous and efficient.","['staff', 'food']","{'staff': 'positive', 'food': 'positive'}",['ambience'],{'ambience': 'neutral'}
11610050#517598,0,I HAVE NEVER HAD A BAD MEAL(OR BAD SERVICE )@ PIGALLE.,"['never', 'or bad service', 'bad meal', 'pigalle']","{'never': 'negative', 'or bad service': 'negative', 'bad meal': 'negative', 'pigalle': 'negative'}",['price'],{'price': 'neutral'}
11610073#973003,0,This made it obvious that the food wasn't cooked fresh; it was obviously made before hand and then reheated.,"['hand', 'food']","{'hand': 'neutral', 'food': 'neutral'}",['ambience'],{'ambience': 'neutral'}
11624981#549489,0,but their mac cheese was YUMMY!,['mac cheese'],{'mac cheese': 'neutral'},['miscellaneous'],{'miscellaneous': 'neutral'}
11624981#549489,1,their brunch menu had something for everyone.,"['something', 'brunch menu', 'everyone']","{'something': 'neutral', 'brunch menu': 'neutral', 'everyone': 'neutral'}",['service'],{'service': 'neutral'}
11624981#549489,2,jazz singer had a nice voice + she made us all get up to dance to shake some cals to eat some more.,"['nice voice +', 'jazz singer', 'cals']","{'nice voice +': 'positive', 'jazz singer': 'positive', 'cals': 'positive'}",['service'],{'service': 'neutral'}
11624981#549489,3,it was a very warm experience.,['warm experience'],{'warm experience': 'positive'},['food'],{'food': 'neutral'}
11624981#549489,4,"during busy hrs, i recommend that you make a reservation.","['reservation', 'busy hrs']","{'reservation': 'neutral', 'busy hrs': 'neutral'}",['ambience'],{'ambience': 'neutral'}
11639261#426600,0,If your looking for nasty high priced food with a dash of ghetto scenery cheap BX A$$ this is the place to be!,"['ghetto scenery cheap bx a', 'food', 'nasty high', 'place', 'dash']","{'ghetto scenery cheap bx a': 'negative', 'food': 'negative', 'nasty high': 'negative', 'place': 'negative', 'dash': 'negative'}",['miscellaneous'],{'miscellaneous': 'neutral'}
11639261#426600,1,!,[],{},['food'],{'food': 'neutral'}
11639667#1085238,0,the service is prompt friendly.,['service'],{'service': 'positive'},['price'],{'price': 'neutral'}
11639667#1085238,1,Whatever the reason it is definitely the place to be.,"['reason', 'place']","{'reason': 'neutral', 'place': 'neutral'}",['price'],{'price': 'neutral'}
11639814#570590,0,We came across this restaurant by accident while at a DUMBO art festival and thoroughly enjoyed our meal.,"['dumbo art festival', 'restaurant', 'meal', 'accident']","{'dumbo art festival': 'positive', 'restaurant': 'positive', 'meal': 'positive', 'accident': 'positive'}",['ambience'],{'ambience': 'neutral'}
11639814#570590,1,The food was excellent - authentic Italian cuisine made absolutely fresh.,"['authentic italian cuisine', 'food']","{'authentic italian cuisine': 'positive', 'food': 'positive'}",['miscellaneous'],{'miscellaneous': 'neutral'}
11639814#570590,2,The service was outstanding.,['service'],{'service': 'positive'},['service'],{'service': 'positive'}
11651062#1264882,0,i dont know what some people who rave about this hot dog are talking about.,"['hot dog', 'i dont', 'people']","{'hot dog': 'positive', 'i dont': 'positive', 'people': 'positive'}",['service'],{'service': 'neutral'}
11651062#1264882,1,this without question is one of the worst hotdogs i have ever had.,"['question', 'hotdogs i']","{'question': 'negative', 'hotdogs i': 'negative'}",['price'],{'price': 'neutral'}
11651062#1264882,2,personally i say save your money.,['money'],{'money': 'neutral'},['ambience'],{'ambience': 'neutral'}
11651063#1217842,0,"In addition to great hot dogs, DOTP has wonderful breakfast sandwiches that feature, in addition to great things like tator tots and English muffins, a delicious NJ-based pork product know to us Jersey girls and boys as Taylor ham.","['boys', 'great things', 'addition', 'jersey girls', 'breakfast sandwiches', 'tator tots', 'delicious nj-based pork product', 'taylor ham', 'great hot dogs', 'english muffins', 'dotp']","{'boys': 'positive', 'great things': 'positive', 'addition': 'positive', 'jersey girls': 'positive', 'breakfast sandwiches': 'positive', 'tator tots': 'positive', 'delicious nj-based pork product': 'positive', 'taylor ham': 'positive', 'great hot dogs': 'positive', 'english muffins': 'positive', 'dotp': 'positive'}",['miscellaneous'],{'miscellaneous': 'neutral'}
11651063#1217842,1,I have been in NYC for over 10 years and could not find this delicacy east of the Hudson .,"['years', 'delicacy east', 'hudson', 'nyc']","{'years': 'neutral', 'delicacy east': 'neutral', 'hudson': 'neutral', 'nyc': 'neutral'}",['food'],{'food': 'neutral'}
11651063#1217842,2,"Believe me, they live up to the name.","['name', 'believe']","{'name': 'positive', 'believe': 'positive'}",['food'],{'food': 'neutral'}
11651065#413029,0,"The comments about fried foods is correct (below) but the other dishes, including the lamb entree and many of the salads (avocado shrimp) were quite good.","['comments', 'other dishes', 'lamb entree', 'foods', 'shrimp', 'salads']","{'comments': 'positive', 'other dishes': 'positive', 'lamb entree': 'positive', 'foods': 'positive', 'shrimp': 'positive', 'salads': 'positive'}",['price'],{'price': 'neutral'}
11651065#413029,1,Somewhat disappointing wine list (only new vintages.,"['disappointing wine list', 'new vintages']","{'disappointing wine list': 'negative', 'new vintages': 'negative'}",['ambience'],{'ambience': 'neutral'}
11651065#413029,2,"but for the value, it was a great affordable spot to enjoy a fun night out with small group.","['fun night', 'value', 'great affordable spot', 'small group']","{'fun night': 'positive', 'value': 'positive', 'great affordable spot': 'positive', 'small group': 'positive'}",['food'],{'food': 'neutral'}
11651310#581605,0,Alias is warm and cozy and you don't get that squished-in feeling you get at 71 Clinton.,"['squished-in feeling', 'alias', 'clinton']","{'squished-in feeling': 'positive', 'alias': 'positive', 'clinton': 'positive'}",['food'],{'food': 'neutral'}
11651310#581605,1,"Our waiter was helpful and charming, the food was perfect, and the wine was good, too.","['wine', 'food', 'charming', 'waiter']","{'wine': 'positive', 'food': 'positive', 'charming': 'positive', 'waiter': 'positive'}",['service'],{'service': 'neutral'}
11654405#719617,0,This is a typical example of an establishment in which its owners do not know anything about the restaurant business!,"['restaurant business', 'owners', 'anything', 'typical example', 'establishment']","{'restaurant business': 'negative', 'owners': 'negative', 'anything': 'negative', 'typical example': 'negative', 'establishment': 'negative'}",['price'],{'price': 'neutral'}
11654405#719617,1,"I would not recommend MEET at all, it is a rip off all the way from the time to step in!","['way', 'rip', 'time', 'meet']","{'way': 'neutral', 'rip': 'neutral', 'time': 'neutral', 'meet': 'neutral'}",['food'],{'food': 'neutral'}
11660480#640405,0,The food was outstanding and the service was tops.,"['service', 'tops', 'food']","{'service': 'positive', 'tops': 'positive', 'food': 'positive'}",['food'],{'food': 'positive'}
11660930#655010,0,"My friends and I go once a week (minimum, we live in the area) and everytime can't resist walking out ready to burst.","['week', 'friends', 'area']","{'week': 'positive', 'friends': 'positive', 'area': 'positive'}",['food'],{'food': 'neutral'}
11660930#655010,1,"Stick to the items the place does best, brisket, ribs, wings, cajun shrimp is good, not great.","['brisket', 'wings', 'place', 'stick', 'ribs', 'cajun shrimp', 'items']","{'brisket': 'positive', 'wings': 'positive', 'place': 'positive', 'stick': 'positive', 'ribs': 'positive', 'cajun shrimp': 'positive', 'items': 'positive'}",['service'],{'service': 'neutral'}
11660930#655010,2,"Great beer selection too, something like 50 beers.","['something', 'beers', 'great beer selection']","{'something': 'positive', 'beers': 'positive', 'great beer selection': 'positive'}",['price'],{'price': 'neutral'}
11660930#655010,3,"BTW, the service is very good .","['service', 'btw']","{'service': 'positive', 'btw': 'positive'}",['ambience'],{'ambience': 'neutral'}
11661949#1709112,0,"We went there, no one greeted us.",['one'],{'one': 'neutral'},['miscellaneous'],{'miscellaneous': 'neutral'}
11661949#1709112,1,"So we sat at the bar, the bartender didn't seem like he wanted to be there.","['bartender', 'bar']","{'bartender': 'neutral', 'bar': 'neutral'}",['food'],{'food': 'neutral'}
11661949#1709112,2,We didn't know if we should order a drink or leave?,"['order', 'drink']","{'order': 'neutral', 'drink': 'neutral'}",['service'],{'service': 'neutral'}
11661949#1709112,3,"Actually, everyone who worked there seemed to be annoyed.",['everyone'],{'everyone': 'negative'},['price'],{'price': 'neutral'}
11661949#1709112,4,We were wondering why they were there to make our dining experience miserable?,['experience miserable'],{'experience miserable': 'negative'},['ambience'],{'ambience': 'neutral'}
11661949#1709112,5,"Anyway, the owner was fake.",['owner'],{'owner': 'negative'},['miscellaneous'],{'miscellaneous': 'neutral'}
12036269#580745,0,"Frankly, the chinese food here is something I can make better at home.","['something', 'chinese food', 'home']","{'something': 'positive', 'chinese food': 'positive', 'home': 'positive'}",['food'],{'food': 'positive'}
12036269#580745,1,There was only one waiter for the whole restaurant upstairs.,"['whole restaurant upstairs', 'waiter']","{'whole restaurant upstairs': 'neutral', 'waiter': 'neutral'}",['service'],{'service': 'neutral'}
12036269#580745,2,I thought the food isn't cheap at all compared to Chinatown.,"['chinatown', 'food']","{'chinatown': 'positive', 'food': 'positive'}",['price'],{'price': 'neutral'}
12036269#580745,3,Chinatown definitely has better quality with cheaper prices.,"['quality', 'prices', 'chinatown']","{'quality': 'positive', 'prices': 'positive', 'chinatown': 'positive'}",['ambience'],{'ambience': 'neutral'}
12036269#580745,4,"I can understand the prices if it served better food, like some Chinese restaurants in midtown/uptown area.","['midtown/uptown area', 'prices', 'food', 'chinese restaurants']","{'midtown/uptown area': 'positive', 'prices': 'positive', 'food': 'positive', 'chinese restaurants': 'positive'}",['miscellaneous'],{'miscellaneous': 'neutral'}
12036269#580745,5,It's eaten with black vinegar and shredded ginger.,"['black vinegar', 'shredded ginger']","{'black vinegar': 'negative', 'shredded ginger': 'negative'}",['food'],{'food': 'neutral'}
12037822#470071,0,Malted Milk Ball Gelato - have you ever in your life heard of anything so ridiculously wonderful?,"['life heard', 'anything', 'milk ball gelato']","{'life heard': 'positive', 'anything': 'positive', 'milk ball gelato': 'positive'}",['service'],{'service': 'neutral'}
